company,mdate,WorkingCapital_TotalAssets,RetainedEarnings_TotalAssets,CashFlow_TotalDebt,TotalDebt_TotalAssets,CurrentRatio,stock_prefix
1218 泰山,2021/12,0.208598273,0.12245283,-0.075004065,0.342832711,1.939544049,12
1218 泰山,2021/06,0.177640353,0.153275204,-0.242255579,0.309374332,1.768808915,12
1218 泰山,2020/12,0.199499149,0.144167402,0.185346972,0.239025937,2.340432912,12
1218 泰山,2020/06,0.10164395,0.093434012,-0.055160742,0.284546449,1.420819415,12
1218 泰山,2019/12,0.201898791,0.102830244,0.137640644,0.284329325,2.097264309,12
1218 泰山,2019/06,0.1220203,0.064985321,0.009008764,0.327235238,1.463842001,12
1218 泰山,2018/12,0.147045726,0.08797659,0.174698342,0.272997894,1.642174712,12
1218 泰山,2018/06,0.172105639,0.059940935,0.051060993,0.336718407,1.588137552,12
1218 泰山,2017/12,0.128536532,0.06258984,0.019959432,0.489176375,1.523683348,12
1218 泰山,2017/06,0.09830917,0.018196932,0.004471076,0.566624995,1.320784148,12
1218 泰山,2016/12,0.091185468,0.018962441,-0.042933011,0.559021323,1.297566236,12
1218 泰山,2016/06,0.106813726,0.024840626,-0.049539561,0.572322686,1.359144527,12
1218 泰山,2015/12,0.150466588,0.009661702,-0.015070292,0.560633768,1.684297306,12
1218 泰山,2015/06,0.071135246,-0.00270883,-0.014037075,0.588914299,1.234926217,12
1218 泰山,2014/12,0.045490672,6.61037E-05,-0.026015621,0.568504539,1.15101035,12
1218 泰山,2014/06,0.120245966,-0.006235286,-0.091257084,0.632259133,1.39691765,12
1219 福壽,2024/12,0.222225209,0.113403302,0.12442647,0.538623413,1.695160613,12
1219 福壽,2024/06,0.186330458,0.103603414,0.040965213,0.553073012,1.500545552,12
1219 福壽,2023/12,0.199142838,0.119482758,0.091921751,0.548261358,1.542914369,12
1219 福壽,2023/06,0.174460868,0.105539687,0.095413912,0.551972378,1.457745588,12
1219 福壽,2022/12,0.1902176,0.113046817,-0.042115559,0.568506821,1.494315916,12
1219 福壽,2022/06,0.198297819,0.114484945,-0.097587644,0.566065824,1.523665789,12
1219 福壽,2021/12,0.245344498,0.130180832,-0.022553592,0.511029328,1.848447948,12
1219 福壽,2021/06,0.267796609,0.155653048,-0.17869983,0.49538545,1.984500142,12
1219 福壽,2020/12,0.250364237,0.139323886,0.200390635,0.480306285,2.066277009,12
1219 福壽,2020/06,0.22899292,0.105416493,0.070210823,0.519166431,1.849922288,12
1219 福壽,2019/12,0.19491448,0.078773304,-0.02241115,0.557006037,1.645778107,12
1219 福壽,2019/06,0.159176039,0.061366013,-0.033712728,0.569374933,1.480361443,12
1219 福壽,2018/12,0.192054819,0.062929399,0.069965385,0.551803194,1.701314551,12
1219 福壽,2018/06,0.204881904,0.074848498,0.094994455,0.537322432,1.780558922,12
1219 福壽,2017/12,0.239699368,0.07724574,-0.069247261,0.533472185,1.97905276,12
1219 福壽,2017/06,0.242680955,0.065807426,-0.095235243,0.528716005,1.966442084,12
1219 福壽,2016/12,0.260277716,0.079064948,0.127144099,0.517147067,2.119192129,12
1219 福壽,2016/06,0.299012624,0.07237795,0.047550267,0.518439777,2.390384732,12
1219 福壽,2015/12,0.264059859,0.075305694,-0.107267662,0.490535747,2.043417902,12
1219 福壽,2015/06,0.306890863,0.07936404,0.034826298,0.40827855,2.400674382,12
1219 福壽,2014/12,0.394299235,0.097452785,0.035591811,0.375719354,3.361446115,12
1219 福壽,2014/06,0.421749289,0.087440944,-0.257030907,0.402638243,3.275709879,12
1220 台榮,2024/12,0.438817062,0.190154089,0.218783376,0.233398111,3.48562997,12
1220 台榮,2024/06,0.468654943,0.183618522,0.613359605,0.200003103,4.77262997,12
1220 台榮,2023/12,0.446189145,0.167658106,0.595960054,0.207097685,4.236144584,12
1220 台榮,2023/06,0.41692669,0.140295253,0.457618625,0.210529273,3.833284131,12
1220 台榮,2022/12,0.399593497,0.136338815,-0.134511389,0.240059945,3.262850071,12
1220 台榮,2022/06,0.393454277,0.132352513,0.010011723,0.265276222,2.939225112,12
1220 台榮,2021/12,0.424297853,0.172175691,0.38017849,0.212073433,3.907896764,12
1220 台榮,2021/06,0.465793847,0.209657014,0.085462987,0.185257811,4.819502187,12
1220 台榮,2020/12,0.482291597,0.185374437,0.838701506,0.178216462,5.208164643,12
1220 台榮,2020/06,0.466619723,0.155782049,0.662176852,0.190757734,4.662071412,12
1220 台榮,2019/12,0.465094853,0.160532246,0.280571639,0.213133631,4.098240835,12
1220 台榮,2019/06,0.48119868,0.139203988,0.155761308,0.212824813,4.267305921,12
1220 台榮,2018/12,0.490289429,0.149974425,0.170870645,0.220892028,4.194834533,12
1220 台榮,2018/06,0.476453747,0.137613177,0.15412967,0.243323068,3.716222424,12
1220 台榮,2017/12,0.495024448,0.160804135,0.152365969,0.211839262,4.416848868,12
1220 台榮,2017/06,0.493574205,0.150086964,0.297262375,0.208824354,4.544788383,12
1220 台榮,2016/12,0.51490635,0.174386781,0.434944214,0.202957119,4.852057011,12
1220 台榮,2016/06,0.481273977,0.151333964,0.27986185,0.223423612,4.167851656,12
1220 台榮,2015/12,0.491478701,0.14567508,0.390172802,0.254725151,4.102529164,12
1220 台榮,2015/06,0.449956509,0.120546338,0.336820541,0.280415127,3.416690526,12
1220 台榮,2014/12,0.438615298,0.118827586,-0.064115277,0.321230288,2.889261063,12
1220 台榮,2014/06,0.4739945,0.125905973,-0.080451656,0.2608701,3.877150219,12
1225 福懋油,2024/06,0.165742763,0.12737305,0.08809098,0.549939062,1.423511877,12
1225 福懋油,2023/12,0.19961672,0.137127342,0.213279015,0.549000278,1.55425483,12
1225 福懋油,2023/06,0.162159976,0.10800494,0.17285573,0.579020213,1.416765152,12
1225 福懋油,2022/12,0.177596976,0.133940702,-9.60852E-05,0.591959804,1.440559417,12
1225 福懋油,2022/06,0.150449192,0.127869961,-0.031380207,0.602273939,1.336731588,12
1225 福懋油,2021/12,0.144968564,0.135632585,-0.114463546,0.574884995,1.334909126,12
1225 福懋油,2021/06,0.167036239,0.159601229,-0.125578796,0.539004807,1.408942736,12
1225 福懋油,2020/12,0.165214728,0.141434717,0.131896876,0.514760196,1.440246928,12
1225 福懋油,2020/06,0.161308914,0.114361761,0.027054201,0.536106952,1.416865462,12
1225 福懋油,2019/12,0.261015833,0.128425503,0.100604801,0.528688672,1.801016153,12
1225 福懋油,2019/06,0.277662898,0.112214408,0.029855911,0.527778976,1.860274925,12
1225 福懋油,2018/12,0.34794723,0.144376522,0.270316932,0.439586494,2.250827097,12
1225 福懋油,2018/06,0.31829913,0.124603406,0.168859701,0.473419493,2.055028248,12
1225 福懋油,2017/12,0.287834579,0.134574506,0.026007394,0.481609287,1.82992118,12
1225 福懋油,2017/06,0.30370404,0.133757737,0.134040003,0.450096561,2.02452848,12
1225 福懋油,2016/12,0.333942336,0.145671705,0.179309552,0.447842046,2.203278224,12
1225 福懋油,2016/06,0.306002087,0.112836162,0.116971892,0.499483856,1.970898404,12
1225 福懋油,2015/12,0.378122055,0.121691576,0.132823717,0.476857831,2.654262022,12
1225 福懋油,2015/06,0.211357135,0.047920183,0.04298244,0.522539885,1.693467628,12
1225 福懋油,2014/12,0.239197966,0.047673898,0.015813727,0.541559625,1.840049226,12
1225 福懋油,2014/06,0.126751845,0.042999941,-0.10155839,0.601015237,1.303036484,12
1227 佳格,2024/12,0.406013806,0.331997589,0.452839782,0.317289892,2.345469335,12
1227 佳格,2024/06,0.357517832,0.301566571,0.14751155,0.344646595,2.079017765,12
1227 佳格,2023/12,0.371716652,0.329487995,0.259288652,0.313479979,2.253407811,12
1227 佳格,2023/06,0.310776326,0.277633654,-0.062258716,0.389624996,1.826646577,12
1227 佳格,2022/12,0.34441354,0.3034497,0.185679507,0.360754915,2.004527506,12
1227 佳格,2022/06,0.338419169,0.275258034,0.044138732,0.387635583,1.929449518,12
1227 佳格,2021/12,0.405355377,0.316499017,0.388207184,0.34684416,2.276371912,12
1227 佳格,2021/06,0.388851748,0.284618897,-0.050645442,0.379058052,2.105855392,12
1227 佳格,2020/12,0.437390431,0.315659738,0.247768839,0.352511632,2.358869326,12
1227 佳格,2020/06,0.392525232,0.283436776,0.086208796,0.372159559,2.153606581,12
1227 佳格,2019/12,0.424944656,0.314505048,0.588747342,0.334960971,2.409917336,12
1227 佳格,2019/06,0.37387612,0.25714819,0.247587102,0.349757824,2.137156549,12
1227 佳格,2018/12,0.399877096,0.288157768,0.331674905,0.331587843,2.277619135,12
1227 佳格,2018/06,0.33744791,0.220426577,0.169238728,0.37254613,1.96466919,12
1227 佳格,2017/12,0.368113495,0.256867394,0.330771493,0.338443562,2.171269663,12
1227 佳格,2017/06,0.307354571,0.202464616,0.128186891,0.387635584,1.840816097,12
1227 佳格,2016/12,0.378658437,0.249763808,0.30601318,0.339213338,2.203336346,12
1227 佳格,2016/06,0.395163261,0.208214624,0.22804819,0.338707288,2.254804402,12
1227 佳格,2015/12,0.435968705,0.24464494,0.380455552,0.342233291,2.38938826,12
1227 佳格,2015/06,0.419750699,0.195770741,0.20494056,0.347939108,2.297355058,12
1227 佳格,2014/12,0.432264271,0.233304425,0.349793199,0.332839746,2.385555646,12
1227 佳格,2014/06,0.396222117,0.185225513,0.239459689,0.352551372,2.181625823,12
1229 聯華,2024/12,0.019024759,0.175910289,0.222999837,0.198720033,1.123285336,12
1229 聯華,2024/06,0.020750614,0.162860691,0.05931012,0.236605799,1.108521409,12
1229 聯華,2023/12,0.02114197,0.180991512,0.184220711,0.227180217,1.120633925,12
1229 聯華,2023/06,0.005997891,0.18016537,0.051056364,0.253618375,1.028827634,12
1229 聯華,2022/12,0.011618055,0.201593307,0.220943078,0.235696346,1.064958467,12
1229 聯華,2022/06,0.017482152,0.189076019,0.059927008,0.257932586,1.092044706,12
1229 聯華,2021/12,-0.025594637,0.186455164,0.126254583,0.212740896,0.861601458,12
1229 聯華,2021/06,-0.029653067,0.212724582,0.025923128,0.238240224,0.858409088,12
1229 聯華,2020/12,-0.031338265,0.224275467,0.202877013,0.206085541,0.822003469,12
1229 聯華,2020/06,-0.021541222,0.208978191,0.035259352,0.232924612,0.892282676,12
1229 聯華,2019/12,-0.008657869,0.276634865,0.316485641,0.19152998,0.947200934,12
1229 聯華,2019/06,-0.028272536,0.247979162,0.111482991,0.213615953,0.84688757,12
1229 聯華,2018/12,-0.064690524,0.360945318,0.384784307,0.189826723,0.571308574,12
1229 聯華,2018/06,-0.038566435,0.309925918,0.258993676,0.169737602,0.707770581,12
1229 聯華,2017/12,-0.018196432,0.356641676,0.413816632,0.1472796,0.831057157,12
1229 聯華,2017/06,-0.025292548,0.305690932,0.036468816,0.19898973,0.83965186,12
1229 聯華,2016/12,-0.032994293,0.362962213,0.576313744,0.157428517,0.741360129,12
1229 聯華,2016/06,-0.030890823,0.319557352,0.133130734,0.219778212,0.823081338,12
1229 聯華,2015/12,-0.008957749,0.354582494,0.391936927,0.173158499,0.92151518,12
1229 聯華,2015/06,-0.007582112,0.297670844,-0.034903207,0.210131381,0.954279334,12
1229 聯華,2014/12,-0.013686521,0.339117582,0.338025858,0.163443702,0.885606826,12
1229 聯華,2014/06,-0.0260344,0.302025496,-0.025925737,0.212388417,0.84791632,12
1231 聯華食,2024/12,0.154203957,0.261227011,0.117710673,0.539092476,1.619152595,12
1231 聯華食,2024/06,0.103403048,0.215134739,-0.001649911,0.585299823,1.329667114,12
1231 聯華食,2023/12,0.13461804,0.245577409,0.200043628,0.555749553,1.479987676,12
1231 聯華食,2023/06,0.159940495,0.22895949,0.075918948,0.539482056,1.650704729,12
1231 聯華食,2022/12,0.158644708,0.266799138,0.145254609,0.5083442,1.568155515,12
1231 聯華食,2022/06,0.073184663,0.235645292,0.076417255,0.521536509,1.189528963,12
1231 聯華食,2021/12,0.109556291,0.26579122,0.222352308,0.503929595,1.31159211,12
1231 聯華食,2021/06,0.056576238,0.219734525,0.060460498,0.547452867,1.142950156,12
1231 聯華食,2020/12,0.174347625,0.241625829,0.219753324,0.539185215,1.630230599,12
1231 聯華食,2020/06,0.131708313,0.196276197,0.068761333,0.579919422,1.431687946,12
1231 聯華食,2019/12,0.169309633,0.242832247,0.065737677,0.5105722,1.45959773,12
1231 聯華食,2019/06,0.138614559,0.201832607,0.05558554,0.547456557,1.36126835,12
1231 聯華食,2018/12,0.200319109,0.238614807,0.15125077,0.509096288,1.600296108,12
1231 聯華食,2018/06,0.166150028,0.192735542,-0.039802946,0.551756788,1.46527964,12
1231 聯華食,2017/12,0.195298333,0.219002849,0.214581589,0.517689281,1.669760295,12
1231 聯華食,2017/06,0.159924871,0.179980772,-0.046827049,0.561764371,1.484791475,12
1231 聯華食,2016/12,0.194974859,0.216709262,0.207662673,0.525585861,1.722278307,12
1231 聯華食,2016/06,0.174715559,0.178040207,0.059514083,0.565090279,1.569543599,12
1231 聯華食,2015/12,0.189701994,0.184420317,0.102441511,0.565779088,1.681537564,12
1231 聯華食,2015/06,0.118925133,0.154338219,0.022361373,0.59215902,1.363454649,12
1231 聯華食,2014/12,0.154685994,0.160541559,0.092315567,0.576064701,1.533221425,12
1231 聯華食,2014/06,0.032933865,0.135111205,-0.021337405,0.598764107,1.078422767,12
1232 大統益,2024/12,0.489902015,0.444920224,0.638490249,0.357970078,3.206256589,12
1232 大統益,2024/06,0.434899848,0.373664379,0.356122675,0.432902103,2.495318735,12
1232 大統益,2023/12,0.54243996,0.461890432,0.751909245,0.321194975,3.707064194,12
1232 大統益,2023/06,0.514292211,0.416064727,0.389684401,0.354820154,2.636509172,12
1232 大統益,2022/12,0.57882509,0.477862759,0.153058739,0.287057201,3.3592942,12
1232 大統益,2022/06,0.534116936,0.428421847,-0.151914885,0.336846887,2.71512268,12
1232 大統益,2021/12,0.572870443,0.462720772,0.139884986,0.292117596,3.175400138,12
1232 大統益,2021/06,0.490399216,0.383702718,-0.656343994,0.377874784,2.419006279,12
1232 大統益,2020/12,0.598276368,0.462680793,1.204577662,0.26898219,3.596166859,12
1232 大統益,2020/06,0.465467052,0.327594125,0.084415101,0.416877816,2.233147217,12
1232 大統益,2019/12,0.591349095,0.420807114,0.669809069,0.288593083,3.37405501,12
1232 大統益,2019/06,0.511262506,0.336458615,0.062433024,0.377888604,2.521225755,12
1232 大統益,2018/12,0.60689188,0.413893541,0.90957673,0.279409501,3.272730757,12
1232 大統益,2018/06,0.501561897,0.313374458,0.213628053,0.393822136,2.317228929,12
1232 大統益,2017/12,0.598652801,0.393901825,0.743019784,0.298464342,3.096235341,12
1232 大統益,2017/06,0.544441878,0.327122811,0.13231885,0.353306163,2.595164982,12
1232 大統益,2016/12,0.595666938,0.387719362,0.476792952,0.309127852,3.003392742,12
1232 大統益,2016/06,0.550375055,0.329264853,0.2247761,0.345322,2.658179677,12
1232 大統益,2015/12,0.649904111,0.420106295,1.202754119,0.236919145,3.918205646,12
1232 大統益,2015/06,0.558009104,0.316112443,0.567397464,0.341388472,2.738145781,12
1232 大統益,2014/12,0.627777131,0.390935585,0.069451633,0.269514613,3.530195663,12
1232 大統益,2014/06,0.529883411,0.286830348,-0.643347795,0.363747597,2.551780505,12
1233 天仁,2024/12,0.058697328,0.214394885,0.276970805,0.38015501,1.232789025,12
1233 天仁,2024/06,0.050784062,0.198570315,0.117017485,0.374841511,1.204402835,12
1233 天仁,2023/12,0.0610452,0.206982744,0.298024388,0.372529849,1.246923698,12
1233 天仁,2023/06,0.065983289,0.200423315,0.170654814,0.377601058,1.258677588,12
1233 天仁,2022/12,0.069543238,0.203503458,0.233761486,0.367215671,1.294734454,12
1233 天仁,2022/06,0.065227101,0.176996351,0.098624704,0.395368611,1.253527598,12
1233 天仁,2021/12,0.084605772,0.196574028,0.122970037,0.367708952,1.340576729,12
1233 天仁,2021/06,0.081006297,0.175306103,0.059490007,0.368633203,1.357306489,12
1233 天仁,2020/12,0.079865922,0.180440153,0.264601686,0.381851609,1.321072273,12
1233 天仁,2020/06,0.051432602,0.168656704,0.089506893,0.390925869,1.203565912,12
1233 天仁,2019/12,0.101773218,0.212874557,0.358900869,0.350711315,1.473783787,12
1233 天仁,2019/06,0.077359692,0.183434907,0.171165941,0.396266537,1.325750006,12
1233 天仁,2018/12,0.177231414,0.24897743,0.359648889,0.259321802,1.844315979,12
1233 天仁,2018/06,0.139922467,0.213604866,0.197541438,0.299432961,1.578460634,12
1233 天仁,2017/12,0.191191321,0.270172525,0.416839106,0.275358557,1.880393054,12
1233 天仁,2017/06,0.152736366,0.249450718,0.256853759,0.289660915,1.675572662,12
1233 天仁,2016/12,0.169880387,0.262202799,0.358321193,0.284972421,1.760184736,12
1233 天仁,2016/06,0.138718681,0.233448575,0.20408053,0.306727816,1.572230937,12
1233 天仁,2015/12,0.172850555,0.27123135,0.44471842,0.268690887,1.832833209,12
1233 天仁,2015/06,0.122193734,0.210375993,0.197680111,0.317346879,1.479703781,12
1233 天仁,2014/12,0.184297893,0.259355918,0.405857678,0.26806027,1.898049955,12
1233 天仁,2014/06,0.132819265,0.198263042,0.212869135,0.335624747,1.502653019,12
1234 黑松,2024/12,0.251133433,0.61261527,0.159140899,0.204865029,3.372651274,12
1234 黑松,2024/06,0.251336246,0.595691522,0.003444895,0.220186755,3.114712573,12
1234 黑松,2023/12,0.278803376,0.629513484,0.313051612,0.180759338,4.669476887,12
1234 黑松,2023/06,0.248449624,0.595601948,0.117836857,0.221581698,3.128148704,12
1234 黑松,2022/12,0.262995256,0.619946038,0.184244844,0.193939633,4.023217193,12
1234 黑松,2022/06,0.22413782,0.580508666,-0.02581936,0.235530633,2.731967802,12
1234 黑松,2021/12,0.239378893,0.608737754,0.237815439,0.203809167,3.53550999,12
1234 黑松,2021/06,0.265019407,0.619285113,0.056666209,0.193808372,3.998133527,12
1234 黑松,2020/12,0.250296976,0.621766957,0.345841995,0.186514928,4.190269852,12
1234 黑松,2020/06,0.211956048,0.578411527,0.062991147,0.235849957,2.614356404,12
1234 黑松,2019/12,0.2255767,0.601570386,0.256741548,0.210250794,3.16444384,12
1234 黑松,2019/06,0.193758228,0.558780444,0.001430528,0.261501241,2.223273175,12
1234 黑松,2018/12,0.199191762,0.584202508,0.086390767,0.232476082,2.551388505,12
1234 黑松,2018/06,0.177888271,0.558992422,0.042034593,0.264466099,2.085265151,12
1234 黑松,2017/12,0.201075975,0.583827268,-0.116175166,0.231615273,2.577832511,12
1234 黑松,2017/06,0.175072052,0.54807252,-0.090198447,0.274793504,1.999207804,12
1234 黑松,2016/12,0.231529999,0.611227047,-0.227429563,0.199918197,3.493707944,12
1234 黑松,2016/06,0.237680055,0.603751583,-0.176107227,0.20457138,3.412285198,12
1234 黑松,2015/12,0.256557508,0.595139241,-0.088770068,0.212206399,3.841160186,12
1234 黑松,2015/06,0.234105221,0.5842343,0.091688816,0.218135823,3.429119644,12
1234 黑松,2014/12,0.248624617,0.607159187,0.149802812,0.191421863,4.720076368,12
1234 黑松,2014/06,0.217761981,0.566172371,-0.018624219,0.243015757,2.753936998,12
1235 興泰,2024/12,-0.068055559,0.145649183,-0.009301783,0.451458719,0.823594189,12
1235 興泰,2024/06,-0.009091677,0.134078042,-0.009335321,0.41369016,0.973737333,12
1235 興泰,2023/12,-0.270667119,0.155455379,-0.030856302,0.556871978,0.413088081,12
1235 興泰,2023/06,-0.341437373,0.16753171,-0.011588442,0.592933929,0.295039516,12
1235 興泰,2022/12,-0.315197568,0.254840711,-0.019725873,0.529164091,0.222792924,12
1235 興泰,2022/06,0.443456167,0.164094483,-0.022031255,0.216069731,4.733712856,12
1235 興泰,2021/12,0.466985929,0.209451314,0.027443629,0.22718621,4.579330902,12
